B,BNNB,NBNB,NBNB,C,D,NBNB,NBNB,FF,A
MAPVISTA GEO SOLUTIONS PRIVATE LIMITED,,,,BANGALORE,560062,0.1,1,212505612,1191
AZIM PREMJI FOUNDATION FOR DEVELOPMENT,,,,BANGALORE,560035,0.1,1,212505611,1192
CAPGEMINI TECHNOLOGY SERVICES INDIA LTD,,,,Gandhinagar,382009,0.1,1,212505610,1193
INFRRD PRIVATE LIMITED,,,,BANGALORE,560068,0.1,1,212505609,1194
W AND W ENGINEERING P LTD,,,,CHENNAI,600017,0.1,1,212505608,1195
SEAL FOR LIFE INDIA PRIVATE LIMITED,,,,VADODARA,391775,0.1,1,212505607,1196
GLAZE TRADING INDIA PVT LTD,,,,NEW DELHI,110058,0.1,1,212505606,1197
SULZER INDIA PVT LTD,,,,PUNE,412209,0.1,1,212505605,1198
FOMENTO RESOURCES PVT LTD,,,,NORTH GOA,403001,0.1,1,212505604,1199
TECHBERRY INFOTECH PRIVATE LIMITED,,,,MUMBAI,400077,0.1,1,212505603,1200
NTEX TRANSPORTATION SERVICES PVT LTD,,,,PUNE,411027,0.1,1,212505596,1201
MAPED INDIA STATIONERY PRODUCTS PRIVATE LIMITED,,,,MUMBAI,400068,0.1,1,212505597,1202
SHIV SKILL FOUNDATION,,,,PUNE,413102,0.1,1,212505598,1203
ATOTECH INDIA PRIVATE LIMITED,,,,GURGAON,122413,0.1,1,212505599,1204
KIZORA SOFTWARE PRIVATE LIMITED,,,,NAGPUR,440033,0.1,1,212505600,1205
ACES AUTOMOTIVE LLP,,,,RAIGARH,402201,0.1,1,212505601,1206
XEAM VENTURES PRIVATE LIMITED,,,,NEW DELHI,110037,0.1,1,212505602,1207
P K GOLD / P K JEWELS,,,,MUMBAI,400003,0.1,1,212505496,1208
SHA MADANLAL DALICHAND,,,,MUMBAI,400002,0.1,1,212505497,1209
VEER GOLD,,,,MUMBAI,400002,0.1,1,212505498,1210
SATYAM GEMS AND JEWELLERY PRIVATE LTD / SATYAM SILVER / SATYAM JEWELLRS,,,,PUNE,411044,0.1,1,212505499,1211
B J JEWELLERS,,,,MUMBAI,400070,0.1,1,212505500,1212
M/S SWARN POOJA,,,,MUMBAI,400015,0.1,1,212505501,1213
JAYANT GOLD,,,,MUMBAI,400070,0.1,1,212505502,1214
MANISHA JEWELLERS,,,,MUMBAI,400002,0.1,1,212505503,1215
AADINATH JEWELS,,,,MUMBAI,400002,0.1,1,212505504,1216
SUNDARAM CHAINS AND JEWELS,,,,PUNE,411002,0.1,1,212505505,1217
VARDHAMAN JEWELLERS / S. P. JEWELLERS,,,,MUMBAI,400002,0.1,1,212505506,1218
MAHALAXMI JEWELS,,,,MUMBAI,400003,0.1,1,212505507,1219
TRIDEV JEWELLERS PVT LTD / SUNITA JEWELLERS PRIVATE LIMITED/ TRIVENI CHAIN COMPANY,,,,NEW DELHI,110006,0.1,1,212505508,1220
SRI SIMANDHAR JEWELLERS,,,,MUMBAI,400002,0.1,1,212505509,1221
GANESH JEWELLERS,,,,MUMBAI,400010,0.1,1,212505510,1222
BHAIRAV JEWELS,,,,MUMBAI,400002,0.1,1,212505511,1223
SHREE VARDHAMAN JEWELLERS,,,,PUNE,411039,0.1,1,212505512,1224
SHREE BHOMIYA GEMS,,,,MUMBAI,400064,0.1,1,212505513,1225
NAGESHWAR CHAIN,,,,AHMEDABAD,380001,0.1,1,212505514,1226
AGRAWAL JEWELLERS,,,,NEW DELHI,110006,0.1,1,212505515,1227
OMNEE CREATION,,,,SURAT,394160,0.1,1,212505416,1228
RAJ CONSTRUCTION COMPANY,,,,VADODARA,391310,0.1,1,212505417,1229
GLOBE DETECTIVE AGENCY (P.) LTD.,,,,VADODARA,390020,0.1,1,212505418,1230
RAJMALA TEXTILE,,,,RAJKOT,360370,0.1,1,212505419,1231
DEEPSPACE PROPERTIES,,,,GANDHINAGAR,382721,0.1,1,212505420,1232
GLOBE DETECTIVE AGENCY (P.) LTD.,,,,VADODARA,390007,0.1,1,212505421,1233
GLOBE DETECTIVE AGENCY (P.) LTD.,,,,VADODARA,390007,0.1,1,212505422,1234
INDUSTRIAL COIL SERVICES,,,,RAIGARH,402107,0.1,1,212505423,1235
INDUSTRIAL COIL SERVICES,,,,RAIGARH,402107,0.1,1,212505424,1236
OMNEE KNITTING,,,,SURAT,394160,0.1,1,212505425,1237
OZONE VALLEY BLDG,,,,THANE,400605,0.1,1,212505426,1238
FUTURE ENTERPRISES,,,,CHENNAI,600120,0.1,1,212505427,1239
R THIVITTA KUMAR,,,,CHENNAI,600117,0.1,1,212505428,1240
THE INDIAN HUME PIPE CO LTD,,,,JAIPUR,302021,0.1,1,212505429,1241
THE INDIAN HUME PIPE CO LTD,,,,JAIPUR,302021,0.1,1,212505430,1242
SHRIVAARU FILLING STATION,,,,TIRUVALLUR,600058,0.1,1,212505431,1243
SHREE NATH KUNJ,,,,RAJKOT,363641,0.1,1,212505432,1244
THE INDIAN HUME PIPE CO LTD,,,,JAIPUR,302021,0.1,1,212505433,1245
FUTURE ENTERPRISES,,,,CHENNAI,600120,0.1,1,212505434,1246
TKW FASTENERS PVT LTD,,,,GURGAON,122001,0.1,1,212505435,1247
ASK ME LAB-CON SERVICES PVT LTD,,,,AHMEDABAD,382340,0.1,1,212505436,1248
GOHIL ANOPSINH JESANGBHAI,,,,VADODARA,391340,0.1,1,212505437,1249
ASK ME LAB-CON SERVICES PVT LTD,,,,AHMEDABAD,382340,0.1,1,212505438,1250
WIDMANS LABORATORY PRIVATE LIMITED,,,,GURGAON,122050,0.1,1,212505456,1251
K&Y ENTERPRISES,,,,ERNAKULAM,682036,0.1,1,212505457,1252
UNIMAX ENGINEERING CO. PVT. LTD.,,,,NEW DELHI,110019,0.1,1,212505458,1253
KAMTHEAN SECURITY SERVICES,,,,INDORE,452001,0.1,1,212505459,1254
NAVSARJAN ENGINEERING PVT LTD,,,,GANDHINAGAR,382006,0.1,1,212505460,1255
JADEJA DAXABA SAHDEVSHIH,,,,RAJKOT,360001,0.1,1,212505461,1256
AASTHA ALUMINA PVT. LTD.,,,,GURGAON,122102,0.1,1,212505462,1257
THERMOSYSTEMS PRIVATE LIMITED,,,,HYDERABAD,500016,0.1,1,212505463,1258
R G BUILDWELL ENGINEERS LIMITED,,,,DEHRADUN,248001,0.1,1,212505464,1259
NAVSARJAN ENGINEERING PVT LTD,,,,GANDHI NAGAR,382006,0.1,1,212505465,1260
INDUSTRIAL FOAMS PVT LTD.,,,,GAUTAM BUDH NAGAR,201308,0.1,1,212505466,1261
ZERONE TECHNOLOGIES PVT LTD,,,,GURGAON,122001,0.1,1,212505467,1262
JEPPIAAR FURNACE & STEELS PVT LTD,,,,KANCHEEPURAM,631604,0.1,1,212505468,1263
M/S MODINA INDIA,,,,MALDAH,732128,0.1,1,212505469,1264
SRI ENGINEERING CONSTRUCTION,,,,CHENNAI,600094,0.1,1,212505470,1265
MMSS CONSULTING SERVICES INDIA LLP,,,,KANCHIPURAM,603101,0.1,1,212505471,1266
PRAG POLYMERS,,,,LUCKNOW,226011,0.1,1,212505472,1267
AAA PLUS TRADING PRIVATE LIMITED,,,,NAGAPATTINAM,609801,0.1,1,212505473,1268
THE RISHABH WINPRO PVT.LTD,,,,GURGAON,122001,0.1,1,212505474,1269
PIYUSHKUMAR GOSWAMI,,,,JUNAGADH,362001,0.1,1,212505475,1270
ULTRATECH CONTRACTS,,,,NEW DELHI,110070,0.1,1,212505444,1271
HILL CREST CO OPERATIVE HOUSING SOCIETY LTD,,,,THANE,400610,0.1,1,212505445,1272
KRISHNA SERVICES,,,,VADODARA,390009,0.1,1,212505446,1273
ANJALI PLASTIC WORKS,,,,VADODARA,391340,0.1,1,212505447,1274
NEW ASCENT CONSTRUCTION COMPANY,,,,DELHI,110030,0.1,1,212505448,1275
DHRAM ENGINEERING,,,,VADODARA,390012,0.1,1,212505449,1276
SHREE JASHAN PLAST PACK,,,,INDORE,453331,0.1,1,212505450,1277
KHURANA CONSTRUCTIONS,,,,VADODARA,390001,0.1,1,212505451,1278
BAGHEL INFRASTRUCTURES PVT LTD,,,,SINGRAULI,486887,0.1,1,212505452,1279
OM FABRICATOR,,,,DURG,490023,0.1,1,212505453,1280
THERMO SYSTEMS PVT. LTD,,,,HYDERABAD,500082,0.1,1,212505454,1281
TIWANA OIL MILLS PVT LTD,,,,AHMEDABAD,382220,0.1,1,212505455,1282
THE INDIAN HUME PIPE CO LTD,,,,JAIPUR,302021,0.1,1,212505439,1283
BNK POWER SOLUTION PVT.LTD,,,,LUCKNOW,226028,0.1,1,212505440,1284
SAKTHI ENGINEERS,,,,CHENNAI,600062,0.1,1,212505441,1285
SHIVRAJ ENTERPRISE,,,,PANCHMAHAL,389330,0.1,1,212505442,1286
PATIALA OIL INDUSTRIES,,,,PATIALA,147101,0.1,1,212505443,1287
MS.TNA READYMIX INDIA PVT. LTD.,,,,MUMBAI,400097,0.1,1,212505295,1288
HIRANANDANI POWAI PLAZA PREMISES CO.OP. SOC.LTD,,,,MUMBAI,400076,0.1,1,212505294,1289
R J GUEST WORLD,,,,THANE,421302,0.1,1,212505293,1290
M HASTIMAL TEXTILES INDIA PVT LTD.,,,,MUMBAI,400003,0.1,1,212505292,1291
HOLITECH INDIA PVT LTD,,,,GAUTAM BUDDHA NAGAR,201306,0.1,1,212505291,1292
MAHAVIR AGENCIES,,,,MUMBAI,400003,0.1,1,212505290,1293
SHOBHAWAT TEX FAB,,,,MUMBAI,400002,0.1,1,212505289,1294
POONAM PARAG PUSHP CO OP HSG SOC LTD,,,,MUMBAI,400093,0.1,1,212505288,1295
MAG HARD INSULATORS,,,,THANE,421302,0.1,1,212505287,1296
ESSEL LUCKNOW RAEBARELI TOLL ROADS LIMITED,,,,GAUTAM BUDDHA NAGAR,201301,0.1,1,212505286,1297
INFIGO LIFESCIENCES PVT LTD,,,,THANE,400604,0.1,1,212505285,1298
EXPRESS ZONE A WING CO OP PREMISES SOC LTD,,,,MUMBAI,400063,0.1,1,212505284,1299
NAMASKAR INTERNATIONAL,,,,MUMBAI,400002,0.1,1,212505283,1300
MS TROIX CHEMICALS PVT LTD,,,,MUMBAI,400003,0.1,1,212505282,1301
MS GOKUL TEXTILE,,,,MUMBAI,400059,0.1,1,212505281,1302
INFIGO LIFESCIENCES PVT LTD,,,,THANE,400604,0.1,1,212505280,1303
PRECIOUS CHEMICALS,,,,MUMBAI,400018,0.1,1,212505279,1304
MAHAVIR AGENCIES,,,,MUMBAI,400003,0.1,1,212505278,1305
ADITYA INTERNATIONAL,,,,MUMBAI,400064,0.1,1,212505277,1306
S G FRAGRANCE HOUSE,,,,MUMBAI,400002,0.1,1,212505276,1307
POSCO INDIA PROCESSING CENTER PRIVATE LIMITED,,,,KANCHIPURAM,603204,0.1,1,212506095,1308
BRINKS INDIA PVT LTD,,,,MUMBAI,400059,0.1,1,212506094,1309
BRINKS INDIA PVT LTD,,,,MUMBAI,400059,0.1,1,212506093,1310
BRINKS INDIA PVT LTD,,,,MUMBAI,400059,0.1,1,212506092,1311
FLYTRON ELECTRICALS P LTD,,,,AHMEDABAD,382330,0.1,1,212506091,1312
MEHTA INTERSTATE TRANSPORT CORPORATION,,,,NEW DELHI,110042,0.1,1,212506090,1313
EL CHICO CLUTCH PRIVATE LIMITED,,,,FARIDABAD,121005,0.1,1,212506089,1314
MINDA CORPORATION LTD,,,,REWARI,123501,0.1,1,212506088,1315
RALLIS INDIA LIMITED,,,,MUMBAI,400071,0.1,1,212506087,1316
MARSHALL MACHINES LTD,,,,LUDHIANA,141010,0.1,1,212506086,1317
SPIRAX SARCO INDIA PVT LTD,,,,KANCHIPURAM,603004,0.1,1,212506085,1318
MARSHALL MACHINES LTD,,,,LUDHIANA,141010,0.1,1,212506084,1319
MARSHALL MACHINES LTD,,,,LUDHIANA,141010,0.1,1,212506083,1320
JAIPUR GOLDEN TRANSPORT CO REGD.,,,,DELHI,110007,0.1,1,212506082,1321
SHANKAR TECHX PRIVATE LIMITED,,,,VADODARA,390007,0.1,1,212506081,1322
STELIS BIOPHARMA LIMITED,,,,BANGALORE,560105,0.1,1,212506080,1323
ENTERTAINMENT CITY LIMITED,,,,GAUTAM BUDH NAGAR,201301,0.1,1,212506079,1324
SYMPHONY SOFTWARE PRIVATE LIMITED,,,,HYDERABAD,500032,0.1,1,212506078,1325
ERGODE IT SERVICES PVT LTD,,,,MUMBAI,400080,0.1,1,212506077,1326
FINISH SERVICES MANAGEMENT COMPANY PVT LTD,,,,BHUBANESWAR,751003,0.1,1,212506076,1327
VERSOVA VENUS CO. OP. HSG. SOC. LTD.,,,,MUMBAI,400053,0.1,1,212505255,1328
VASTU POOJA COOPERATIVE HOUSING SOCIETY LIMITED,,,,MUMBAI,400093,0.1,1,212505254,1329
ANDHERI EDUCATION SOCIETY,,,,MUMBAI,400058,0.1,1,212505253,1330
NEW JYOTI CO OPERATIVE HOUSING SOCIETY LTD,,,,MUMBAI,400055,0.1,1,212505252,1331
CENTRAL PARK CO OPERATIVE HOUSING SOCIETY LIMITED,,,,THANE,401303,0.1,1,212505251,1332
RAJ RATNA INDUSTRIAL PREMISES COOPERATIVE SOCIETY LIMITED,,,,MUMBAI,400064,0.1,1,212505250,1333
RAMYA JEEVAN COOPERATIVE HOUSING SOCIETY LIMITED,,,,MUMBAI,400093,0.1,1,212505249,1334
JUHUKISHANKCO OPERATIVEHOUSINGSOCIETYLTD,,,,MUMBAI,400049,0.1,1,212505248,1335
MADHU SUBTRONIC COMPONENTS PVT LTD,,,,MUMBAI,400007,0.1,1,212505247,1336
SHIV ADARSH S. R. A. CO. OP. HSG. SOC. LTD.,,,,MUMBAI,400099,0.1,1,212505246,1337
SATNAM CO.OP.HSG.SOC.LTD,,,,MUMBAI,400067,0.1,1,212505245,1338
CHARKOP MAHAVIRKRUPA CO OPERATIVE HOUSING SOCIETY LIMITED,,,,MUMBAI,400067,0.1,1,212505244,1339
FASHION N FIBERS,,,,MUMBAI,400003,0.1,1,212505243,1340
KUKREJA BUILDERS PVT LTD,,,,MUMBAI,400043,0.1,1,212505242,1341
SUPREME ENTERPRISES,,,,THANE,400703,0.1,1,212505241,1342
PRAKASH TRADING COMPANY,,,,THANE,400706,0.1,1,212505240,1343
SHREE SWAMI SAMARTH PRASANNA OSHIVARA E UNIT NO7 CO OPERATIVE HOUSING SOCIETY LIMITED,,,,MUMBAI,400053,0.1,1,212505239,1344
MAA JEEN TEXTILES,,,,THANE,400601,0.1,1,212505238,1345
HARSH JEEN TEXTILES,,,,THANE,400601,0.1,1,212505237,1346
LUIS VAZ (INIFD BANDRA),,,,MUMBAI,400050,0.1,1,212505236,1347
ACG ASSOCIATED CAPSULES PVT LTD,,,,MUMBAI,400067,0.1,1,212506056,1348
TREMCO CPG (INDIA) PRIVATE LIMITED,,,,CHENNAI,600083,0.1,1,212506057,1349
HUMANA PEOPLE TO PEOPLE INDIA,,,,NEW DELHI,110070,0.1,1,212506058,1350
AVANTHA TECHNOLOGIES LIMITED,,,,GURGAON,122008,0.1,1,212506059,1351
CLEARSYNTH LABS LIMITED,,,,MUMBAI,400053,0.1,1,212506060,1352
CONCEPTS & DEVICES,,,,CHENNAI,600006,0.1,1,212506061,1353
NEOMAC PHARMACEUTICALS PVT LTD,,,,AMRITSAR,143001,0.1,1,212506062,1354
CHIPLOGIC SEMICONDUCTOR SERVICES PVT LTD,,,,BANGALORE,560102,0.1,1,212506063,1355
FIRMINIQ SYSTEMS PVT LTD,,,,CHANDIGARH,160101,0.1,1,212506064,1356
LOGICON FACILITY MANAGEMENT PVT LTD,,,,PUNE,411045,0.1,1,212506065,1357
ACG INSPECTION SYSTEMS PVT. LTD.,,,,MUMBAI,400101,0.1,1,212506066,1358
RED CHILLIES ENTERTAINMENTS PVT LTD,,,,MUMBAI,400054,0.1,1,212506067,1359
CHANDRAPUR URBAN MULTISTATE COOPERATIVE CREDIT SOCIETY LTD,,,,CHANDRAPUR,442401,0.1,1,212506068,1360
CUE LEARN PRIVATE LIMITED,,,,BANGALORE,560034,0.1,1,212506069,1361
UNICORN PETROLEUM INDUSTRIES PVT LTD,,,,MUMBAI,400071,0.1,1,212506070,1362
MINIVEL SERVICES LLP,,,,THANE,401202,0.1,1,212506071,1363
FOCALOID TECHNOLOGIES PRIVATE LIMITED,,,,ERNAKULAM,682042,0.1,1,212506072,1364
VECTORSHADES ENGINEERING SERVICES PRIVATE LIMITED,,,,ERNAKULAM,682028,0.1,1,212506073,1365
STLABS PRIVATE LIMITED,,,,BANGALORE,560035,0.1,1,212506074,1366
ACA CATERING,,,,KOLKATA,700014,0.1,1,212506075,1367
REHAB ARTIFACT PVT LTD,,,,THANE,400602,0.1,1,212506527,1368
APARNA CONSTRUCTIONS & ESTATES PVT LTD,,,,HYDERABAD ,500034,0.1,1,212506526,1369
APARNA CONSTRUCTIONS AND ESTATES PVT LTD,,,, HYDERABAD,500034,0.1,1,212506525,1370
ADROIT STRUCTURAL ENGINEERS PVT LTD,,,,VADODARA,390007,0.1,1,212506524,1371
CHIEF ENGINEER PWD DEPATMENT AND BALWINDER SINGH DHANOA CONTRACTOR,,,,RUPNAGAR,140001,0.1,1,212506523,1372
ANAND GARMENTS,,,,AHMEDABAD,380001,0.1,1,212506522,1373
DIPLOMAT WINE SHOP,,,,MUMBAI,400093,0.1,1,212506521,1374
GURUDEV TRADING COMPANY,,,,RAIPUR,492001,0.1,1,212506520,1375
M M STATIONERS,,,,THANE,400703,0.1,1,212506519,1376
SHREE MAHARAJA PAINTS,,,,THANE,400703,0.1,1,212506518,1377
ARIHANT STONE WORLD,,,,INDORE,452001,0.1,1,212506517,1378
SELFIE DESIGNER,,,,SURAT,395002,0.1,1,212506516,1379
CAPITAL CONSTRUCTION CO.,,,,SURAT,395009,0.1,1,212506535,1380
CHIEF ENGINEER PWD DEPATMENT AND BALWINDER SINGH DHANOA CONTRACTOR,,,,RUPNAGAR,140001,0.1,1,212506534,1381
ARIHANT FOUNDATIONS & HOUSING LIMITED,,,,CHENNAI,600018,0.1,1,212506533,1382
CHIEF ENGINEER PWD DEPATMENT AND BALWINDER SINGH DHANOA CONTRACTOR,,,,RUPNAGAR,140001,0.1,1,212506532,1383
ADROIT STRUCTURAL ENGINEERS PVT LTD,,,,VADODARA,390007,0.1,1,212506531,1384
THE PROJECT DIRECTOR NHAI PIU AMBALA & PAWANSUT INFRA PROJECTS PVT LTD,,,,GANGANAGAR,335001,0.1,1,212506530,1385
CHIEF ENGINEER PWD DEPATMENT AND BALWINDER SINGH DHANOA CONTRACTOR,,,,RUPNAGAR,140001,0.1,1,212506529,1386
CHIEF ENGINEER PWD DEPATMENT AND BALWINDER SINGH DHANOA CONTRACTOR,,,,RUPNAGAR,140001,0.1,1,212506528,1387
SHRI SAI CONSTRUCTION,,,,VALSAD,396424,0.1,1,212506955,1388
PERFECT PRINTPACK,,,,AHMEDABAD,380015,0.1,1,212506954,1389
M/S N R KNIT FAB,,,,LUDHIANA,141001,0.1,1,212506953,1390
S B ENTERPRISES,,,,SATNA,485001,0.1,1,212506952,1391
QUALITY BIZ CHEM INDIA PVT LTD,,,,MUMBAI,400064,0.1,1,212506951,1392
RUSAN PHARMA LIMITED,,,,MUMBAI,400067,0.1,1,212506950,1393
AXIS WIND FARMS (ANATAPUR) PVT LTD,,,,ANANTAPUR,515001,0.1,1,212506949,1394
BUCHI OPERATIONS INDIA PVT LTD,,,,SURAT,394230,0.1,1,212506948,1395
RUSAN PHARMA LIMITED,,,,MUMBAI,400067,0.1,1,212506947,1396
M/S S J FABRICS,,,,LUDHIANA,141007,0.1,1,212506946,1397
RMZ ECOWORLD INFRASTRUCTURE PVT. LTD.,,,,BANGALORE,560008,0.1,1,212506945,1398
VIDRES INDIA CERAMICS PRIVATE LIMITED,,,,AHMEDABAD,380054,0.1,1,212506944,1399
SHRI LAKSHMI COTSYN LIMITED,,,,FATEHPUR,212665,0.1,1,212506943,1400
YASH TECHNOLOGIES PVT LTD,,,,INDORE,452001,0.1,1,212506936,1401
YASH TECHNOLOGIES PVT LTD,,,,INDORE,452001,0.1,1,212506937,1402
TSYS CARD TECH SERVICES INDIA LLP,,,,GAUTAM BUDH NAGAR,201307,0.1,1,212506938,1403
TSYS CARD TECH SERVICES INDIA LLP,,,,GAUTAM BUDH NAGAR,201307,0.1,1,212506939,1404
TEGA INDUSTRIES  LTD,,,,KOLKATA,700053,0.1,1,212506940,1405
RAAJRATNA VENTURES LTD,,,,MAHESANA,382715,0.1,1,212506941,1406
JRS CONBUILD PVT LTD,,,,GAUTAM BUDH NAGAR,201310,0.1,1,212506942,1407
DR AARTI SHIVAJI MANE,,,,BANGALORE,560078,0.1,1,212506355,1408
DR SETU VARUN KUMAR,,,,PATNA,800013,0.1,1,212506354,1409
DR MAMTA SHARMA,,,,NEW DELHI,110085,0.1,1,212506353,1410
SOTEFIN PARKING PVT LTD,,,,KOLKATA,700099,0.1,1,212506352,1411
MSPL LIMITED,,,,BELLARY,583203,0.1,1,212506351,1412
GROUP M MEDIA INDIA PRIVATE LIMITED,,,,MUMBAI,400099,0.1,1,212506350,1413
IKEA INDIA PRIVATE LIMITED,,,,GURGAON,122002,0.1,1,212506349,1414
PHARMCADD INDIA PRIVATE LIMITED,,,,HYDERABA,500081,0.1,1,212506348,1415
AMBUJA CEMENTS LTD.,,,,MUMBAI,400059,0.1,1,212506347,1416
BGR MINING AND INFRA LTD,,,, HYDERABAD ,500034,0.1,1,212506346,1417
REMOTE INFOSYSTEM PRIVATE LIMITED,,,,NEW DELHI,110091,0.1,1,212506345,1418
D.N.BISWAS & CO,,,,KOLKATA,700001,0.1,1,212506344,1419
TVS CREDIT SERVICES LTD,,,,CHENNAI,600006,0.1,1,212506343,1420
PFIZER LIMITED,,,,MUMBAI,400051,0.1,1,212506342,1421
I QUASAR SOFTWARE SOLUTIONS PRIVATE LIMITED,,,,SRINAGAR,190007,0.1,1,212506341,1422
PFIZER PRODUCTS INDIA PRIVATE LIMITED,,,,MUMBAI,400051,0.1,1,212506340,1423
XPITAX SOLUTIONS PRIVATE LIMITED,,,,CHENNAI,600015,0.1,1,212506339,1424
TECHNOSSUS SOFTWARE SERVICES PRIVATE LIMITED,,,,LUDHIANA,141013,0.1,1,212506338,1425
WOLTERS KLUWER INDIA PRIVATE LIMITED,,,,MUMBAI,400059,0.1,1,212506337,1426
BRIDGESTONE INDIA PRIVATE LIMITED,,,,PUNE,410501,0.1,1,212506336,1427
SHREE HARI INFRATECH,,,,MANDSAUR,458001,0.1,1,212506555,1428
R.P MINERALS,,,,NAINITAL,263139,0.1,1,212506554,1429
KABA INFRATECH PVT LTD,,,,ANDAMANS,744202,0.1,1,212506553,1430
NAFEES CONSTRUCTION CO (NCC),,,,HARIDWAR,247667,0.1,1,212506552,1431
AJAYDEEP CONSTRUCTION PVT LTD,,,,LATUR,413512,0.1,1,212506551,1432
M/S POORTI STONE CRUSHER,,,,VIDISHA,464221,0.1,1,212506550,1433
S D PATIL STONE CRUSHER,,,,RAIGARH,410202,0.1,1,212506549,1434
TNA READYMIX INDIA PVT LTD,,,,THANE,400604,0.1,1,212506548,1435
N S CONSTRUCTION COMPANY,,,,BILASPUR,495006,0.1,1,212506547,1436
J M MHATRE INFRA  PRIVATE  LIMITED.,,,,RAIGARH,410206,0.1,1,212506546,1437
MR SAMBHAJI DHONDU PATIL,,,,NAVI MUMBAI,410210,0.1,1,212506545,1438
SRI KANNAPIRAN MILLS LTD,,,,ERODE,638052,0.1,1,212506544,1439
J M MHATRE INFRA  PRIVATE  LIMITED.,,,,RAIGARH,410208,0.1,1,212506543,1440
TNA READYMIX INDIA PVT LTD,,,,THANE,400602,0.1,1,212506542,1441
SHREE GANESH CONSTRUCTION,,,,MUMBAI,400072,0.1,1,212506541,1442
SWAGAT INFRASTRUCTURE PVT LTD,,,,AHMEDABAD,380054,0.1,1,212506540,1443
APARNA CONSTRUCTIONS AND ESTATES PVT LTD,,,,HYDERABAD ,500034,0.1,1,212506539,1444
APARNA CONSTRUCTIONS AND ESTATES PVT LTD,,,, HYDERABAD,500034,0.1,1,212506538,1445
APARNA CONSTRUCTIONS AND ESTATES PVT LTD,,,,HYDERABAD,500034,0.1,1,212506537,1446
APARNA CONSTRUCTIONS AND ESTATES PVT LTD,,,,HYDERABAD ,500034,0.1,1,212506536,1447
AXIVA SICHEM BIOTECH,,,,KUNDLI,131028,0.1,1,212505323,1448
VINAYAK FOODS,,,,PANCHMAHAL,389352,0.1,1,212505321,1449
AXIVA SICHEM BIOTECH,,,,KUNDLI,131028,0.1,1,212505320,1450
BHAVYASH,,,,NEW DELHI,110064,0.1,1,212505319,1451
SALICE INDIA PRIVATE LIMITED,,,,THANE,400604,0.1,1,212505317,1452
ROSTFREI STEELS PRIVATE LIMITED,,,,NEW DELHI,110020,0.1,1,212505318,1453
KRISHNA OCEAN PRIVATE LIMITED,,,,RAJKOT,360006,0.1,1,212505328,1454
TREENITY BUSINESS SOLUTIONS,,,,MUMBAI,400092,0.1,1,212505327,1455
M/S KEAN OVERSEAS,,,,LUDHIANA,141017,0.1,1,212505326,1456
SUMILAX SMT TECHNOLOFIES PVT. LTD.,,,,NEW DELHI,110061,0.1,1,212506104,1457
VEDANTA LTD ( CAIRN OIL & GAS),,,,GURGAON,122002,0.1,1,212506101,1458
POSCO INDIA PUNE PROCESSING CENTER PVT LTD,,,,PUNE,410507,0.1,1,212506097,1459
BRIGHT LIFECARE PRIVATE LIMITED,,,,GURGAON,122001,0.1,1,212506096,1460
RUCHIRA PRINTING & PACKAGING,,,,SIRMOUR,173001,0.1,1,212505989,1461
M/S AADI KNT FAB,,,,LUDHIANA,141001,0.1,1,212507003,1462
M/S N R KNIT FAB,,,,LUDHIANA,141001,0.1,1,212507004,1463
MULTIPLE OVERSEAS EXPORTS,,,,LUDHIANA,141001,0.1,1,212507005,1464
ANGEL BIOGENICS PVT LTD,,,,RAJKOT,360005,0.1,1,212507006,1465
GUETERMANN INDIA PVT LTD,,,,REWARI,123501,0.1,1,212506996,1466
DASMESH MECHANICAL WORKS,,,,SANGRUR,148022,0.1,1,212506997,1467
KNIT HUB INTERNATIONAL,,,,LUDHIANA,141008,0.1,1,212506998,1468
CHALLENGER SWEEPERS PRIVATE LIMITED,,,,PUNE,411015,0.1,1,212506999,1469
D.V.N.EXPORTS PRIVATE LIMITED,,,,RAICHUR,584134,0.1,1,212507000,1470
HOB COSMETICS PVT LTD,,,,GURGAON,122008,0.1,1,212507001,1471
DYNAMIC SAMPLE ONLINE,,,,SURAT,395009,0.1,1,212507002,1472
APPARIO RETAIL PRIVATE LIMITED,,,,BANGALORE,560001,0.1,1,212506836,1473
AMAZON DATA SERVICES INDIA PRIVATE LIMITED,,,,BANGALORE,560055,0.1,1,212506837,1474
HDFC ERGO GENERAL INSURANCE COMPANY LIMITED,,,,MUMBAI,400059,0.1,1,212506838,1475
M/S INFORMATION EVOLUTION INDIA PVT LTD,,,,COIMBATORE,641014,0.1,1,212506839,1476
UNITED EKTA ENGINEERING UDYOG PVT LTD.,,,,NOIDA,201301,0.1,1,212506840,1477
VASUNDHARA AUTOMATION & ENGG SERVICES PVT LTD,,,,BANGALORE,560062,0.1,1,212506841,1478
AMAZON INTERNET SERVICES PVT LTD,,,,BANGALORE,560055,0.1,1,212506842,1479
CITY MAX HOTELS INDIA PRIVATE LTD,,,,BANGALORE,560037,0.1,1,212506843,1480
FRONTIZO BUSINESS SERVICES PRIVATE LIMITED,,,,BANGALORE,560001,0.1,1,212506844,1481
LIFESTYLE INTERNATIONAL PRIVATE LIMITED,,,,BANGALORE,560037,0.1,1,212506845,1482
AMAZON SELLER SERVICES PRIVATE LIMITED,,,,BANGALORE,560055,0.1,1,212506846,1483
